Route,School_Clip,Person to Score,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"""4.1 The teacher uses questions","promptsâ¦""",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,Unnamed,Unnamed_1,Source Table,Unnamed_2,clip,Person Scoring,1.4 The teacher does not exhibit gender bias,2.3 The teacher redirects misbehavior,3.1 The teacher explicitly articulates,3.3 The teacher makes connections in the lesson,"prompts""",4.2 The teacher monitors most students,5.1 The teacher provides specific comments or prompts. Misunderstandings,5.2 The teacher provides specific comments or prompts. Successes,7.2 The teacher provides students with opportunities.,9.1 The teacher promotes students' collaboration,9.3 Students collaborate with one another.,Comments,Unnamed_3,Identifier,Audio File 1,Audio File 2,Transcription 1,Transcription 2,Language,Context
17.0,761973 Clip 2,Fatima,Y,M,Y,L,NOT OBSERVED,NOT OBSERVED,4,H,M,H,M,3,M,L,M,2,M,L,L,L,2,M,M,L,2,M,L,2,L,M,M,4,H,H,L,3,L,H,L,2,M,L,M,,clip legth 13min,,Peru,,,,,,,,,,,,,,,,,observation_00261,,,,,,
17.0,1218593 Clip 1,Fatima,N,,Y,L,Y,L,3,H,L,,M,3,M,L,H,3,H,H,L,M,2,M,,L,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00262,,,,,,
17.0,1218593 Clip 2,Fatima,N,,Y,L,Y,L,3,H,L,H,M,2,L,L,M,4,M,H,L,H,4,M,,H,3,H,L,1,L,L,L,3,L,H,M,3,L,H,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00263,,,,,,
18.0,265330 Clip 1,Fatima,Y,L,Y,M,Y,L,4,H,M,,M,4,H,L,H,4,M,H,L,H,4,M,,H,2,M,L,1,L,L,L,3,L,H,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00264,,,,,,
18.0,265330 Clip 2,Fatima,Y,H,Y,M,Y,L,2,L,M,,M,4,H,L,H,2,M,L,L,M,3,H,H,L,2,M,L,1,L,L,L,3,L,H,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00265,,,,,,
18.0,558015 Clip 1,Fatima,Y,M,Y,M,Y,H,2,M,L,,M,3,M,L,H,4,M,H,H,H,1,L,,L,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00266,,,,,,
18.0,558015 Clip 2,Fatima,Y,M,N,,Y,M,4,M,M,H,M,3,M,L,H,4,M,H,L,H,3,L,,H,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00267,,,,,,
18.0,595454 Clip 1,Fatima,Y,H,Y,H,Y,M,4,H,H,,M,4,H,L,H,3,M,H,L,M,1,L,,L,1,L,L,1,L,L,L,2,L,L,M,2,L,M,L,1,L,L,L,,Biligual Class,,Peru,,,,,,,,,,,,,,,,,observation_00268,,,,,,
18.0,595454 Clip 2,Fatima,N,,Y,M,Y,M,4,H,H,,M,4,H,L,H,3,M,H,L,L,4,M,,H,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,Biligual Class,,Peru,,,,,,,,,,,,,,,,,observation_00269,,,,,,
18.0,847657 Clip 1,Fatima,Y,M,Y,M,N,,4,H,H,H,M,4,H,M,H,4,H,H,M,H,2,M,,L,1,L,L,3,M,M,M,2,L,M,M,2,L,M,L,3,L,H,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00270,,,,,,
18.0,847657 Clip 2,Fatima,Y,M,Y,M,Y,M,4,H,H,H,M,3,H,L,M,4,H,L,H,L,3,M,H,L,3,H,L,2,L,M,M,1,L,L,L,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00271,,,,,,
18.0,1640838 Clip 1,Fatima,Y,M,N,,Y,H,4,H,H,,M,3,H,L,M,4,H,H,L,H,2,M,,L,1,L,L,1,L,L,L,3,L,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00272,,,,,,
18.0,1640838 Clip 2,Fatima,Y,M,Y,L,Y,H,4,H,H,,M,3,H,L,M,4,M,H,L,H,2,M,M,L,1,L,L,2,L,M,M,2,L,L,M,2,L,M,L,3,H,L,M,,Question: The teacher is giving out colored sheets to the groups. In a mixed group he did not give two pink leaves. He went to his desk to get sheets of other colors.Nothing was said. 27: 30min (Could we code it L? I coded M because I am not sure),,Peru,,,,,,,,,,,,,,,,,observation_00273,,,,,,
18.0,1760396 Clip 1,Fatima,Y,H,NOT OBSERVED,NOT OBSERVED,Y,M,4,H,H,,M,4,H,M,H,3,M,M,H,L,3,H,,L,2,M,L,2,M,L,L,2,L,L,M,2,L,M,L,1,L,L,L,,Students and teacher left the classroom between 18' to 21',,Peru,,,,,,,,,,,,,,,,,observation_00274,,,,,,
18.0,1760396 Clip 2,Fatima,Y,M,Y,M,Y,M,4,H,H,,M,3,H,L,H,3,H,M,H,L,3,M,,M,1,L,L,1,L,L,L,2,L,L,M,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00275,,,,,,
19.0,272930 Clip 1,Fatima,Y,L,Y,M,Y,L,4,H,H,H,M,3,H,L,M,3,M,H,M,L,1,L,,L,1,L,L,2,M,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,Sound not good,,Peru,,,,,,,,,,,,,,,,,observation_00276,,,,,,
19.0,272930 Clip 2,Fatima,Y,M,Y,L,Y,L,4,H,M,,M,3,H,L,M,4,H,H,H,M,1,L,,L,1,L,L,1,L,L,L,2,L,L,M,2,L,M,L,1,L,L,L,,Sound not good,,Peru,,,,,,,,,,,,,,,,,observation_00277,,,,,,
19.0,340141 Clip 1,Fatima,Y,M,Y,M,Y,M,3,H,L,,M,4,H,L,H,2,M,L,L,L,2,M,M,L,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,3,H,L,M,,Sound not good,,Peru,,,,,,,,,,,,,,,,,observation_00278,,,,,,
19.0,340141 Clip 2,Fatima,Y,L,Y,M,Y,M,4,H,M,,M,4,H,L,H,3,H,L,L,M,2,M,M,L,1,L,L,1,L,L,L,3,L,H,M,2,L,M,L,3,H,L,M,,Sound not good,,Peru,,,,,,,,,,,,,,,,,observation_00279,,,,,,
19.0,512160 Clip 1,Fatima,Y,M,Y,H,Y,M,4,H,M,,M,4,H,L,H,3,M,H,L,H,2,M,M,L,1,L,L,2,L,M,M,3,H,H,L,2,L,M,L,1,L,L,L,,Multigrade and biligual class,,Peru,,,,,,,,,,,,,,,,,observation_00280,,,,,,
19.0,512160 Clip 2,Fatima,N,,Y,H,Y,M,4,H,M,,M,4,H,L,H,3,M,H,L,L,1,L,,L,1,L,L,2,L,L,L,3,L,H,M,2,L,M,L,2,M,L,L,,Multigrade and biligual class,,Peru,,,,,,,,,,,,,,,,,observation_00281,,,,,,
19.0,715367 Clip 1,Fatima,Y,H,Y,H,Y,H,3,M,M,,M,4,H,L,H,3,M,L,H,L,3,L,H,L,3,H,L,2,L,M,M,2,M,L,L,2,L,M,L,4,H,M,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00282,,,,,,
19.0,715367 Clip 2,Fatima,Y,M,Y,H,Y,H,4,H,M,H,M,4,H,L,H,2,M,L,L,L,3,L,H,L,3,M,M,2,L,M,M,1,L,L,L,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00283,,,,,,
19.0,746602 Clip 1,Fatima,Y,M,Y,L,Y,H,4,M,M,H,M,4,H,L,H,2,M,M,L,L,3,L,H,L,3,H,L,2,L,M,M,2,L,M,L,2,L,M,L,4,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00284,,,,,,
19.0,746602 Clip 2,Fatima,Y,M,Y,M,Y,L,4,H,M,H,M,4,H,L,H,2,M,L,L,L,3,L,H,L,2,M,L,2,L,M,M,2,L,M,L,2,L,M,L,4,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00285,,,,,,
19.0,838565 Clip 1,Fatima,Y,M,Y,M,Y,H,4,H,H,H,M,2,M,L,M,4,M,H,L,H,3,H,L,L,2,M,L,2,L,M,M,3,L,H,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00286,,,,,,
19.0,838565 Clip 2,Fatima,Y,M,Y,M,Y,L,3,M,M,M,M,2,M,L,M,3,H,H,L,L,3,M,M,M,2,M,L,2,L,M,M,1,L,L,L,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00287,,,,,,
20.0,208751 Clip 1,Fatima,Y,M,Y,H,Y,H,5,H,H,,,3,H,L,H,3,M,H,L,M,4,M,H,H,2,M,L,4,L,H,H,4,M,M,H,3,H,H,L,3,H,L,H,,Just girls,,Peru,,,,,,,,,,,,,,,,,observation_00288,,,,,,
20.0,208751 Clip 2,Fatima,Y,M,Y,H,Y,M,5,H,H,,,5,H,H,H,3,H,H,L,M,4,M,H,H,2,M,L,3,L,H,H,5,H,H,H,3,H,M,L,4,H,M,H,,Just girls,,Peru,,,,,,,,,,,,,,,,,observation_00289,,,,,,
11.0,1164664 Clip 1,Marta,Y,H,N,,Y,H,5,H,H,H,M,5,H,H,H,5,H,H,M,H,4,H,H,L,5,H,H,5,H,H,H,4,L,H,H,4,H,H,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00290,,,,,,
11.0,1164664 Clip 2,Marta,Y,H,Y,H,Y,H,4,H,H,H,M,5,H,H,H,5,H,H,M,H,5,H,H,H,5,H,H,5,H,H,H,4,L,H,H,4,H,H,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00291,,,,,,
11.0,1166503 Clip 1,Marta,Y,M,Y,H,Y,M,3,H,M,M,M,4,H,L,H,4,H,H,H,M,4,H,H,L,4,H,M,5,H,H,H,3,L,M,H,3,L,M,H,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00292,,,,,,
11.0,1166503 Clip 2,Marta,Y,H,Y,H,Y,M,3,H,M,M,M,3,M,L,H,4,H,M,H,M,3,M,H,L,4,M,M,5,H,H,H,4,H,M,H,3,L,M,H,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00293,,,,,,
11.0,758128 Clip 1,Marta,N,,Y,H,Y,H,3,H,M,M,M,2,M,L,M,3,H,H,L,L,3,M,M,L,3,L,M,3,H,M,L,3,L,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00294,,,,,,
11.0,758128 Clip 2,Marta,Y,M,Y,M,Y,H,3,H,M,L,M,3,H,L,M,3,H,H,M,L,4,H,H,M,3,M,M,3,M,M,M,4,L,H,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00295,,,,,,
12.0,13377878 Clip 1,Marta,Y,M,Y,H,Y,H,4,H,M,,,3,M,L,H,3,H,H,L,L,5,H,H,H,3,H,L,4,M,H,M,2,L,M,L,2,M,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00296,,,,,,
12.0,13377878 Clip 2,Marta,Y,H,Y,H,Y,H,5,H,H,H,,3,L,L,H,3,H,H,L,L,5,H,H,H,2,M,L,3,L,H,M,1,L,L,L,2,M,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00297,,,,,,
12.0,263442 Clip 1,Marta,Y,H,Y,H,Y,M,5,H,H,,M,4,M,M,H,4,H,H,L,H,4,H,H,M,2,M,L,5,H,H,H,2,L,M,L,3,H,M,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00298,,,,,,
12.0,263442 Clip 2,Marta,Y,H,Y,H,Y,L,5,H,H,H,M,3,M,L,H,5,H,H,H,H,4,H,M,H,5,H,H,5,H,H,H,3,L,H,H,4,H,H,M,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00299,,,,,,
12.0,263673 Clip 1,Marta,Y,M,Y,M,Y,H,3,H,M,L,M,3,H,L,H,2,H,M,L,L,1,L,L,L,1,L,L,2,L,M,M,1,L,L,L,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00300,,,,,,
12.0,263673 Clip 2,Marta,Y,H,Y,M,Y,M,3,H,M,L,M,2,L,L,M,3,H,M,H,L,1,L,L,L,1,L,L,2,L,M,L,1,L,L,L,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00301,,,,,,
12.0,263772 Clip 1,Marta,Y,M,Y,M,Y,M,4,H,H,L,M,3,H,L,L,3,H,H,L,L,3,H,M,L,4,M,H,3,M,M,L,3,L,M,H,3,M,M,L,2,L,M,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00302,,,,,,
12.0,263772 Clip 2,Marta,N,L,Y,M,Y,L,4,H,H,,M,3,H,L,L,3,H,H,L,L,4,H,M,M,3,M,M,4,H,M,H,4,L,H,H,3,M,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00303,,,,,,
12.0,449413 Clip 1,Marta,Y,H,Y,H,Y,H,4,H,M,H,M,5,H,H,H,3,H,H,L,L,4,M,H,H,3,M,M,4,M,H,H,3,L,M,H,3,M,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00304,,,,,,
12.0,449413 Clip 2,Marta,Y,H,Y,H,Y,H,4,H,L,M,M,4,H,L,H,4,H,H,L,H,4,M,H,M,3,M,M,3,L,H,H,3,L,H,L,2,M,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00305,,,,,,
12.0,454447 Clip 1,Marta,Y,H,Y,M,Y,H,4,H,H,,M,3,H,L,H,4,H,H,H,L,4,H,H,M,2,M,L,4,H,H,M,3,L,M,H,2,L,M,L,2,M,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00306,,,,,,
12.0,454447 Clip 2,Marta,Y,M,Y,M,Y,M,5,H,H,H,M,3,M,L,H,3,H,H,M,L,4,M,H,H,3,M,M,3,H,L,M,3,M,M,M,3,M,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00307,,,,,,
12.0,455840 Clip 1,Marta,Y,H,Y,H,Y,H,4,H,H,,M,5,H,H,H,5,H,H,H,H,5,H,H,H,5,H,H,5,H,H,H,3,L,M,H,3,M,M,M,3,M,M,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00308,,,,,,
12.0,455840 Clip 2,Marta,Y,H,Y,H,Y,H,4,H,H,,M,5,H,H,H,5,H,H,H,H,5,H,H,H,5,H,H,5,H,H,H,3,M,M,M,4,H,M,M,4,M,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00309,,,,,,
12.0,484600 Clip 1,Marta,Y,H,Y,H,Y,H,4,H,H,,M,5,H,H,H,5,H,H,H,H,5,H,H,M,4,M,H,5,H,H,H,3,L,M,H,4,H,H,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00310,,,,,,
12.0,484600 Clip 2,Marta,Y,H,Y,H,Y,H,4,H,H,,M,5,H,H,H,5,H,H,H,H,5,H,H,M,4,M,H,5,H,H,H,4,M,M,H,4,H,H,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00311,,,,,,
12.0,515650 Clip 1,Marta,Y,H,Y,H,Y,H,3,M,H,,M,3,M,L,H,3,H,M,M,L,4,H,H,M,5,H,H,3,M,M,M,3,L,M,H,3,M,M,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00312,,,,,,
12.0,515650 Clip 2,Marta,Y,H,Y,H,Y,M,4,H,H,,M,3,L,M,H,4,H,H,M,H,5,H,H,H,4,M,H,4,L,H,H,4,H,M,H,3,M,M,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00313,,,,,,
12.0,860783 Clip 1,Marta,Y,H,Y,H,Y,M,4,H,H,M,M,2,M,L,M,4,H,H,H,M,4,H,M,M,4,M,H,5,H,H,H,3,L,M,H,3,H,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00314,,,,,,
12.0,860783 Clip 2,Marta,Y,M,Y,M,Y,M,4,H,H,,M,2,M,L,M,4,H,H,H,L,4,H,H,M,4,M,H,5,H,H,H,3,L,H,H,4,H,H,M,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00315,,,,,,
13.0,1154277 Clip 1,Marta,Y,H,Y,M,Y,L,3,H,M,,M,1,L,L,L,3,H,M,L,M,3,H,L,L,3,M,M,3,H,M,M,2,L,M,L,1,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00316,,,,,,
13.0,1154277 Clip 2,Marta,Y,M,Y,M,Y,L,3,H,L,,M,1,L,L,L,3,H,M,L,M,3,H,L,M,3,M,M,3,H,M,M,2,L,L,M,1,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00317,,,,,,
13.0,203471 Clip 1,Marta,Y,H,Y,M,Y,H,4,H,M,H,M,3,L,L,H,4,H,H,M,M,5,H,H,H,4,H,M,5,H,H,H,4,M,H,H,3,H,H,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00318,,,,,,
13.0,203471 Clip 2,Marta,Y,M,Y,H,Y,H,4,H,M,,M,4,M,M,H,4,H,H,H,M,5,H,H,H,4,H,M,5,H,H,H,4,M,M,H,3,H,H,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00319,,,,,,
13.0,551275 Clip 1,Marta,Y,H,Y,H,Y,H,5,H,H,,,3,M,L,H,3,H,H,L,H,4,M,H,M,2,L,M,3,M,M,M,2,M,M,L,2,M,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00320,,,,,,
13.0,682161 Clip 1,Marta,Y,L,Y,M,Y,M,4,H,H,M,M,3,L,L,H,3,M,M,M,L,3,M,M,M,1,L,L,2,L,M,M,2,L,M,L,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00321,,,,,,
13.0,682161 Clip 2,Marta,Y,L,Y,L,N,,4,H,H,M,M,3,H,L,H,3,M,M,M,L,3,M,M,M,1,L,L,2,L,M,L,2,M,L,L,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00322,,,,,,
13.0,838391 Clip 1,Marta,Y,M,Y,M,Y,M,4,H,H,M,M,2,L,M,M,3,H,H,L,L,4,H,H,M,4,H,M,4,H,H,M,2,M,L,M,3,M,M,M,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00323,,,,,,
14.0,327254 Clip 1,Marta,Y,H,Y,H,Y,H,4,H,M,,M,2,M,L,L,4,H,H,M,H,4,H,M,M,3,M,M,5,H,H,H,4,L,H,H,2,M,M,L,2,M,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00324,,,,,,
14.0,327254 Clip 2,Marta,Y,H,Y,H,Y,M,4,H,M,H,M,2,M,L,L,4,H,H,M,H,4,H,M,M,4,H,M,5,H,H,H,4,L,H,H,2,M,M,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00325,,,,,,
14.0,341560 Clip 1,Marta,Y,L,Y,M,Y,M,4,H,H,,M,3,H,L,M,3,H,M,L,M,3,H,M,L,2,M,L,4,H,M,M,3,L,M,H,2,L,M,L,3,M,M,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00326,,,,,,
14.0,341560 Clip 2,Marta,N,,Y,M,Y,L,3,M,H,M,M,3,H,L,M,3,H,H,L,L,2,M,M,L,3,M,M,3,M,M,M,3,M,M,H,2,L,M,L,4,H,M,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00327,,,,,,
14.0,350371 Clip 1,Marta,Y,M,Y,H,Y,H,4,M,H,,M,3,H,L,H,3,H,H,L,M,3,H,M,L,3,H,L,3,H,L,M,3,L,H,H,2,L,M,L,2,L,M,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00328,,,,,,
14.0,350371 Clip 2,Marta,Y,H,Y,H,Y,M,4,H,H,,M,3,H,L,H,3,H,H,L,H,3,M,M,M,3,M,M,4,M,M,H,3,L,H,H,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00329,,,,,,
14.0,350744 Clip 1,Marta,Y,M,Y,H,Y,M,4,H,M,H,M,3,M,L,H,4,H,H,H,M,5,H,H,H,3,H,L,5,H,H,H,3,L,L,H,2,L,M,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00330,,,,,,
14.0,512749 Clip 1,Marta,N,,Y,M,Y,H,4,H,H,,M,4,H,L,H,3,H,H,M,M,4,H,H,L,3,M,M,3,M,M,M,3,L,M,H,2,L,M,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00331,,,,,,
14.0,561084 Clip 1,Marta,Y,H,Y,H,Y,M,4,H,M,,M,3,L,L,H,2,L,M,L,L,3,M,H,L,2,L,M,2,L,M,L,1,L,L,L,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00332,,,,,,
14.0,561084 Clip 2,Marta,Y,M,Y,M,Y,H,4,H,M,,M,3,L,L,H,2,L,M,L,L,3,M,H,L,2,L,M,2,L,M,L,1,L,L,L,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00333,,,,,,
14.0,835280 Clip 1,Marta,Y,L,Y,L,Y,L,3,M,M,M,M,2,M,L,M,2,L,M,L,L,2,L,M,L,1,M,L,3,M,M,M,1,L,L,L,2,L,M,M,3,M,M,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00334,,,,,,
14.0,835280 Clip 2,Marta,Y,L,Y,M,N,,4,H,M,M,M,5,H,H,H,3,H,M,M,L,3,H,M,L,3,M,M,3,H,L,M,3,L,L,H,3,L,M,H,3,M,M,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00335,,,,,,
11.0,661033 Clip 1,Sergio,Y,H,Y,H,Y,M,4,H,H,,M,3,M,L,M,4,H,H,H,M,4,H,,L,3,M,M,3,H,M,M,3,L,M,H,2,L,M,L,2,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00336,,,,,,
11.0,661033 Clip 2,Sergio,Y,M,Y,M,Y,M,4,H,H,L,M,2,M,L,L,3,H,H,H,L,3,H,M,M,3,M,M,3,H,M,L,2,L,L,H,1,L,L,L,4,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00337,,,,,,
17.0,302034 Clip 1,Sergio,Y,M,Y,M,Y,M,2,M,L,L,M,3,M,L,M,3,M,M,L,L,2,L,M,M,1,L,L,3,M,M,L,2,L,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00338,,,,,,
17.0,302034 Clip 2,Sergio,Y,M,Y,M,Y,M,3,H,M,,M,3,M,L,H,2,M,M,L,L,4,M,H,M,2,M,L,2,L,M,L,2,L,L,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00339,,,,,,
18.0,298828 Clip 1,Sergio,Y,M,Y,M,Y,M,3,M,M,L,M,2,L,L,M,3,M,M,M,M,2,L,M,L,2,L,L,2,L,M,L,2,M,L,L,2,L,M,L,3,H,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00340,,,,,,
18.0,1238377 Clip 1,Sergio,N ,,Y,M,Y,M,4,H,H,,M,3,M,L,M,3,M,M,H,L,3,M,,L,2,L,M,2,M,M,M,2,L,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00341,,,,,,
20.0,247551 Clip 1,Sergio,Y,M,Y,L,Y,H,3,H,M,L,M,2,L,L,L,2,M,M,M,L,2,L,H,L,2,L,M,2,L,M,M,4,H,H,M,2,L,M,L,4,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00342,,,,,,
20.0,250563 Clip 1,Sergio,N,,Y,M,Y,H,4,H,H,M,M,4,H,L,H,4,H,H,L,L,5,H,H,M,2,L,M,3,M,H,M,3,L,H,M,2,L,M,L,4,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00343,,,,,,
20.0,317313 Clip 1,Sergio,Y,L,Y,M,Y,H,3,H,H,L,M,3,M,L,M,2,M,M,L,L,3,M,H,L,2,L,L,2,L,M,M,3,M,H,M,2,L,M,L,4,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00344,,,,,,
20.0,317396 Clip 1,Sergio,Y,H,Y,H,Y,H,4,H,H,,M,4,H,L,H,4,H,H,H,M,4,H,H,M,3,M,M,5,H,H,H,4,H,L,M,2,L,M,L,4,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00345,,,,,,
20.0,318584 Clip 1,Sergio,Y,L,Y,L,Y,L,3,H,H,L,M,2,M,L,L,3,M,M,M,L,2,M,,L,2,L,L,2,L,M,L,2,L,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00346,,,,,,
20.0,334938 Clip 1,Sergio,Y,H,Y,H,Y,M,3,H,H,,M,3,M,L,M,2,M,M,L,L,3,L,H,L,2,L,L,2,L,M,L,2,M,L,L,2,L,M,L,4,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00347,,,,,,
20.0,334979 Clip 1,Sergio,Y,H,Y,H,Y,M,4,H,H,,M,4,H,L,H,4,H,H,H,L,4,H,H,L,3,M,M,4,H,M,M,4,H,L,H,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00348,,,,,,
20.0,339317 Clip 1,Sergio,Y,H,Y,H,Y,M,4,H,H,M,M,4,H,L,H,3,H,H,L,M,4,H,H,L,3,M,M,3,M,M,M,3,L,L,H,2,L,M,L,4,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00349,,,,,,
20.0,434688 Clip 1,Sergio,Y,M,Y,M,Y,M,4,H,H,L,M,4,H,H,M,3,H,H,L,L,3,H,H,L,3,M,M,3,H,M,M,3,L,L,M,2,L,M,L,3,M,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00350,,,,,,
